id,title,content
,Cực kì hài lòng,"Đặt hôm 18 giao hôm 20. Bị rộng mất hơn size, đổi lại thì được nhân viên bên tiki support cực kì nhanh. Sáng nay 21/04 đã nhận được luôn đôi vừa size cực kì ưng ý. Cho shop 10đ chất lượng. Nhanh, đẹp, hỗ trợ cực tốt. Sẽ giới thiệu cho bạn bè, cả họ mua ủng hộ shop."
,Cực kì hài lòng,"Đẹp, hoàn thiện tốt...quà nhiều"
,Cực kì hài lòng,"Sản phẩm tốt trong tầm giá, nên mua!"
,Cực kì hài lòng,"Hàng ổn trong tầm giá, có đầy đủ pguj kiện đi kèm."
,Cực kì hài lòng,"Giày đẹp, chuẩn phom, đcj tặng cả phụ kiện nữa Thanhk Shop nhiều nhiềuuuuuuuuuuuuuuuuuuu"
,Cực kì hài lòng,"Đặt hôm 18 giao hôm 20. Bị rộng mất hơn size, đổi lại thì được nhân viên bên tiki support cực kì nhanh. Sáng nay 21/04 đã nhận được luôn đôi vừa size cực kì ưng ý. Cho shop 10đ chất lượng. Nhanh, đẹp, hỗ trợ cực tốt. Sẽ giới thiệu cho bạn bè, cả họ mua ủng hộ shop."
,Cực kì hài lòng,"Đẹp, hoàn thiện tốt...quà nhiều"
,Cực kì hài lòng,"Sản phẩm tốt trong tầm giá, nên mua!"
,Cực kì hài lòng,"Hàng ổn trong tầm giá, có đầy đủ pguj kiện đi kèm."
,Cực kì hài lòng,"Giày đẹp, chuẩn phom, đcj tặng cả phụ kiện nữa Thanhk Shop nhiều nhiềuuuuuuuuuuuuuuuuuuu"
,Cực kì hài lòng,"Kiểu dáng rất đẹp
Shop đóng gói rất đầy đủ và cẩn thận
Nhân viên giao hàng tận tình chu đáo
Cảm ơn Shop và đơn vị giao hàng rất nhiều"
,Cực kì hài lòng,"Kiểu dáng đẹp, hợp giá tiền, da đẹp nên mua."
,Cực kì hài lòng,Sản phẩm tốt
,Cực kì hài lòng,"Kiểu dáng đẹp, đi em chân. Hôm mua giá hơi cao."
,Cực kì hài lòng,"Đẹp, đã xịn, đúng như quảng cáo."
,Cực kì hài lòng,"Kiểu dáng rất đẹp
Shop đóng gói rất đầy đủ và cẩn thận
Nhân viên giao hàng tận tình chu đáo
Cảm ơn Shop và đơn vị giao hàng rất nhiều"
,Cực kì hài lòng,"Kiểu dáng đẹp, hợp giá tiền, da đẹp nên mua."
,Cực kì hài lòng,Sản phẩm tốt
,Cực kì hài lòng,"Kiểu dáng đẹp, đi em chân. Hôm mua giá hơi cao."
,Cực kì hài lòng,"Đẹp, đã xịn, đúng như quảng cáo."
,Cực kì hài lòng,"Shop và các bạn tư vấn đều rất nhiệt tình, thân thiện, riêng thái độ thôi đã xứng đáng 10 sao rồi.
Giày nhận về thấy ưng lắm, da thật, cao 6cm nhìn ngon cơm hẳn :))
có điều sp còn nhược điểm là dễ nhăn ở mặt giày, và phần gót giày shop nên may thêm 1 lớp đệm vì lớp hiện tại mang vào rất đau chân (mình phải dùng thêm miếng đệm mua ngoài)."
,Cực kì hài lòng,"Hàng đóng gói đẹp, phụ kiện đầy đủ, còn giày thì có vẻ hơi dễ nhăn (hoặc nhăn sẵn) vì mình vừa đi lần đầu thì thấy chiếc bên trái hơi nhăn rồi"
,Cực kì hài lòng,"Kiểu dáng đẹp, chất lượng tốt, mỗi tội giao size hơi nhỏ!"
,Cực kì hài lòng,"Giày khá đẹp, rất chim ưng. Da mềm mại lúc đầu cứ tưởng sẽ cứng Nói chung là đẹp, ngon"
,Cực kì hài lòng,ok
,Cực kì hài lòng,"Shop và các bạn tư vấn đều rất nhiệt tình, thân thiện, riêng thái độ thôi đã xứng đáng 10 sao rồi.
Giày nhận về thấy ưng lắm, da thật, cao 6cm nhìn ngon cơm hẳn :))
có điều sp còn nhược điểm là dễ nhăn ở mặt giày, và phần gót giày shop nên may thêm 1 lớp đệm vì lớp hiện tại mang vào rất đau chân (mình phải dùng thêm miếng đệm mua ngoài)."
,Cực kì hài lòng,"Hàng đóng gói đẹp, phụ kiện đầy đủ, còn giày thì có vẻ hơi dễ nhăn (hoặc nhăn sẵn) vì mình vừa đi lần đầu thì thấy chiếc bên trái hơi nhăn rồi"
,Cực kì hài lòng,"Kiểu dáng đẹp, chất lượng tốt, mỗi tội giao size hơi nhỏ!"
,Cực kì hài lòng,"Giày khá đẹp, rất chim ưng. Da mềm mại lúc đầu cứ tưởng sẽ cứng Nói chung là đẹp, ngon"
,Cực kì hài lòng,ok
,Cực kì hài lòng,"Shop và các bạn tư vấn đều rất nhiệt tình, thân thiện, riêng thái độ thôi đã xứng đáng 10 sao rồi.
Giày nhận về thấy ưng lắm, da thật, cao 6cm nhìn ngon cơm hẳn :))
có điều sp còn nhược điểm là dễ nhăn ở mặt giày, và phần gót giày shop nên may thêm 1 lớp đệm vì lớp hiện tại mang vào rất đau chân (mình phải dùng thêm miếng đệm mua ngoài)."
,Cực kì hài lòng,"Hàng đóng gói đẹp, phụ kiện đầy đủ, còn giày thì có vẻ hơi dễ nhăn (hoặc nhăn sẵn) vì mình vừa đi lần đầu thì thấy chiếc bên trái hơi nhăn rồi"
,Cực kì hài lòng,"Kiểu dáng đẹp, chất lượng tốt, mỗi tội giao size hơi nhỏ!"
,Cực kì hài lòng,"Giày khá đẹp, rất chim ưng. Da mềm mại lúc đầu cứ tưởng sẽ cứng Nói chung là đẹp, ngon"
,Cực kì hài lòng,ok
,Cực kì hài lòng,"Shop và các bạn tư vấn đều rất nhiệt tình, thân thiện, riêng thái độ thôi đã xứng đáng 10 sao rồi.
Giày nhận về thấy ưng lắm, da thật, cao 6cm nhìn ngon cơm hẳn :))
có điều sp còn nhược điểm là dễ nhăn ở mặt giày, và phần gót giày shop nên may thêm 1 lớp đệm vì lớp hiện tại mang vào rất đau chân (mình phải dùng thêm miếng đệm mua ngoài)."
,Cực kì hài lòng,"Hàng đóng gói đẹp, phụ kiện đầy đủ, còn giày thì có vẻ hơi dễ nhăn (hoặc nhăn sẵn) vì mình vừa đi lần đầu thì thấy chiếc bên trái hơi nhăn rồi"
,Cực kì hài lòng,"Kiểu dáng đẹp, chất lượng tốt, mỗi tội giao size hơi nhỏ!"
,Cực kì hài lòng,"Giày khá đẹp, rất chim ưng. Da mềm mại lúc đầu cứ tưởng sẽ cứng Nói chung là đẹp, ngon"
,Cực kì hài lòng,ok
,Cực kì hài lòng,"Mẫu mã đẹp, chắc chắn, êm chân, đúng size luôn"
,Cực kì hài lòng,"Cận tết mà tiki giao hàng rất nhanh. Giày đẹp, so với mức giá săn sale chưa tới 500k thì quá ổn. Nếu bền sẽ quay lại mua tiêpd"
,Cực kì hài lòng,"Giày đúng cỡ, vừa chân. Đóng hộp sản phẩm chuyên nghiệp, shop tặng đủ bộ phụ kiện bàn chải, si, khăn lau, thẻ bảo hành và cả thẻ giảm giá lần sau nữa chứ!"
,Cực kì hài lòng,"Form giày đẹp và sang, mang vào ôm chân nhưng vẫn thoải mái. Giá tốt. Chăm sóc KH tận tình, mình mua 1 đôi nhưng hơi rộng được hỗ trợ đổi trả nhanh chóng. Sau này mình sẽ mua thêm để tặng cho người thân. 10 điểm cho shop."
,Cực kì hài lòng,"Mua đôi này là đôi thứ hai để tặng. Đóng gói tốt, vẫn có tặng kèm xi, đót giày, giẻ lau. Dáng giày đẹp, gọn. Chất liệu da nhìn ổn. Chưa đi lâu nên chưa biết độ bền. Xem đánh giá đôi kia của tôi để biêta thêm thông tin."
,Cực kì hài lòng,"Mẫu mã đẹp, chắc chắn, êm chân, đúng size luôn"
,Cực kì hài lòng,"Cận tết mà tiki giao hàng rất nhanh. Giày đẹp, so với mức giá săn sale chưa tới 500k thì quá ổn. Nếu bền sẽ quay lại mua tiêpd"
,Cực kì hài lòng,"Giày đúng cỡ, vừa chân. Đóng hộp sản phẩm chuyên nghiệp, shop tặng đủ bộ phụ kiện bàn chải, si, khăn lau, thẻ bảo hành và cả thẻ giảm giá lần sau nữa chứ!"
,Cực kì hài lòng,"Form giày đẹp và sang, mang vào ôm chân nhưng vẫn thoải mái. Giá tốt. Chăm sóc KH tận tình, mình mua 1 đôi nhưng hơi rộng được hỗ trợ đổi trả nhanh chóng. Sau này mình sẽ mua thêm để tặng cho người thân. 10 điểm cho shop."
,Cực kì hài lòng,"Mua đôi này là đôi thứ hai để tặng. Đóng gói tốt, vẫn có tặng kèm xi, đót giày, giẻ lau. Dáng giày đẹp, gọn. Chất liệu da nhìn ổn. Chưa đi lâu nên chưa biết độ bền. Xem đánh giá đôi kia của tôi để biêta thêm thông tin."
,Cực kì hài lòng,"Đặt hôm 18 giao hôm 20. Bị rộng mất hơn size, đổi lại thì được nhân viên bên tiki support cực kì nhanh. Sáng nay 21/04 đã nhận được luôn đôi vừa size cực kì ưng ý. Cho shop 10đ chất lượng. Nhanh, đẹp, hỗ trợ cực tốt. Sẽ giới thiệu cho bạn bè, cả họ mua ủng hộ shop."
,Cực kì hài lòng,"Đẹp, hoàn thiện tốt...quà nhiều"
,Cực kì hài lòng,"Sản phẩm tốt trong tầm giá, nên mua!"
,Cực kì hài lòng,"Hàng ổn trong tầm giá, có đầy đủ pguj kiện đi kèm."
,Cực kì hài lòng,"Giày đẹp, chuẩn phom, đcj tặng cả phụ kiện nữa Thanhk Shop nhiều nhiềuuuuuuuuuuuuuuuuuuu"
,Cực kì hài lòng,"Đặt hôm 18 giao hôm 20. Bị rộng mất hơn size, đổi lại thì được nhân viên bên tiki support cực kì nhanh. Sáng nay 21/04 đã nhận được luôn đôi vừa size cực kì ưng ý. Cho shop 10đ chất lượng. Nhanh, đẹp, hỗ trợ cực tốt. Sẽ giới thiệu cho bạn bè, cả họ mua ủng hộ shop."
,Cực kì hài lòng,"Đẹp, hoàn thiện tốt...quà nhiều"
,Cực kì hài lòng,"Sản phẩm tốt trong tầm giá, nên mua!"
,Cực kì hài lòng,"Hàng ổn trong tầm giá, có đầy đủ pguj kiện đi kèm."
,Cực kì hài lòng,"Giày đẹp, chuẩn phom, đcj tặng cả phụ kiện nữa Thanhk Shop nhiều nhiềuuuuuuuuuuuuuuuuuuu"
,Cực kì hài lòng,"Kiểu dáng rất đẹp
Shop đóng gói rất đầy đủ và cẩn thận
Nhân viên giao hàng tận tình chu đáo
Cảm ơn Shop và đơn vị giao hàng rất nhiều"
,Cực kì hài lòng,"Kiểu dáng đẹp, hợp giá tiền, da đẹp nên mua."
,Cực kì hài lòng,Sản phẩm tốt
,Cực kì hài lòng,"Kiểu dáng đẹp, đi em chân. Hôm mua giá hơi cao."
,Cực kì hài lòng,"Đẹp, đã xịn, đúng như quảng cáo."
,Cực kì hài lòng,"Kiểu dáng rất đẹp
Shop đóng gói rất đầy đủ và cẩn thận
Nhân viên giao hàng tận tình chu đáo
Cảm ơn Shop và đơn vị giao hàng rất nhiều"
,Cực kì hài lòng,"Kiểu dáng đẹp, hợp giá tiền, da đẹp nên mua."
,Cực kì hài lòng,Sản phẩm tốt
,Cực kì hài lòng,"Kiểu dáng đẹp, đi em chân. Hôm mua giá hơi cao."
,Cực kì hài lòng,"Đẹp, đã xịn, đúng như quảng cáo."
,Cực kì hài lòng,"Đặt hôm 18 giao hôm 20. Bị rộng mất hơn size, đổi lại thì được nhân viên bên tiki support cực kì nhanh. Sáng nay 21/04 đã nhận được luôn đôi vừa size cực kì ưng ý. Cho shop 10đ chất lượng. Nhanh, đẹp, hỗ trợ cực tốt. Sẽ giới thiệu cho bạn bè, cả họ mua ủng hộ shop."
,Cực kì hài lòng,"Đẹp, hoàn thiện tốt...quà nhiều"
,Cực kì hài lòng,"Sản phẩm tốt trong tầm giá, nên mua!"
,Cực kì hài lòng,"Hàng ổn trong tầm giá, có đầy đủ pguj kiện đi kèm."
,Cực kì hài lòng,"Giày đẹp, chuẩn phom, đcj tặng cả phụ kiện nữa Thanhk Shop nhiều nhiềuuuuuuuuuuuuuuuuuuu"
,Cực kì hài lòng,"Đặt hôm 18 giao hôm 20. Bị rộng mất hơn size, đổi lại thì được nhân viên bên tiki support cực kì nhanh. Sáng nay 21/04 đã nhận được luôn đôi vừa size cực kì ưng ý. Cho shop 10đ chất lượng. Nhanh, đẹp, hỗ trợ cực tốt. Sẽ giới thiệu cho bạn bè, cả họ mua ủng hộ shop."
,Cực kì hài lòng,"Đẹp, hoàn thiện tốt...quà nhiều"
,Cực kì hài lòng,"Sản phẩm tốt trong tầm giá, nên mua!"
,Cực kì hài lòng,"Hàng ổn trong tầm giá, có đầy đủ pguj kiện đi kèm."
,Cực kì hài lòng,"Giày đẹp, chuẩn phom, đcj tặng cả phụ kiện nữa Thanhk Shop nhiều nhiềuuuuuuuuuuuuuuuuuuu"
,Cực kì hài lòng,"Mẫu mã đẹp, chắc chắn, êm chân, đúng size luôn"
,Cực kì hài lòng,"Cận tết mà tiki giao hàng rất nhanh. Giày đẹp, so với mức giá săn sale chưa tới 500k thì quá ổn. Nếu bền sẽ quay lại mua tiêpd"
,Cực kì hài lòng,"Giày đúng cỡ, vừa chân. Đóng hộp sản phẩm chuyên nghiệp, shop tặng đủ bộ phụ kiện bàn chải, si, khăn lau, thẻ bảo hành và cả thẻ giảm giá lần sau nữa chứ!"
,Cực kì hài lòng,"Form giày đẹp và sang, mang vào ôm chân nhưng vẫn thoải mái. Giá tốt. Chăm sóc KH tận tình, mình mua 1 đôi nhưng hơi rộng được hỗ trợ đổi trả nhanh chóng. Sau này mình sẽ mua thêm để tặng cho người thân. 10 điểm cho shop."
,Cực kì hài lòng,"Mua đôi này là đôi thứ hai để tặng. Đóng gói tốt, vẫn có tặng kèm xi, đót giày, giẻ lau. Dáng giày đẹp, gọn. Chất liệu da nhìn ổn. Chưa đi lâu nên chưa biết độ bền. Xem đánh giá đôi kia của tôi để biêta thêm thông tin."
,Cực kì hài lòng,"Mẫu mã đẹp, chắc chắn, êm chân, đúng size luôn"
,Cực kì hài lòng,"Cận tết mà tiki giao hàng rất nhanh. Giày đẹp, so với mức giá săn sale chưa tới 500k thì quá ổn. Nếu bền sẽ quay lại mua tiêpd"
,Cực kì hài lòng,"Giày đúng cỡ, vừa chân. Đóng hộp sản phẩm chuyên nghiệp, shop tặng đủ bộ phụ kiện bàn chải, si, khăn lau, thẻ bảo hành và cả thẻ giảm giá lần sau nữa chứ!"
,Cực kì hài lòng,"Form giày đẹp và sang, mang vào ôm chân nhưng vẫn thoải mái. Giá tốt. Chăm sóc KH tận tình, mình mua 1 đôi nhưng hơi rộng được hỗ trợ đổi trả nhanh chóng. Sau này mình sẽ mua thêm để tặng cho người thân. 10 điểm cho shop."
,Cực kì hài lòng,"Mua đôi này là đôi thứ hai để tặng. Đóng gói tốt, vẫn có tặng kèm xi, đót giày, giẻ lau. Dáng giày đẹp, gọn. Chất liệu da nhìn ổn. Chưa đi lâu nên chưa biết độ bền. Xem đánh giá đôi kia của tôi để biêta thêm thông tin."
,Cực kì hài lòng,"Kiểu dáng rất đẹp
Shop đóng gói rất đầy đủ và cẩn thận
Nhân viên giao hàng tận tình chu đáo
Cảm ơn Shop và đơn vị giao hàng rất nhiều"
,Cực kì hài lòng,"Kiểu dáng đẹp, hợp giá tiền, da đẹp nên mua."
,Cực kì hài lòng,Sản phẩm tốt
,Cực kì hài lòng,"Kiểu dáng đẹp, đi em chân. Hôm mua giá hơi cao."
,Cực kì hài lòng,"Đẹp, đã xịn, đúng như quảng cáo."
,Cực kì hài lòng,"Kiểu dáng rất đẹp
Shop đóng gói rất đầy đủ và cẩn thận
Nhân viên giao hàng tận tình chu đáo
Cảm ơn Shop và đơn vị giao hàng rất nhiều"
,Cực kì hài lòng,"Kiểu dáng đẹp, hợp giá tiền, da đẹp nên mua."
,Cực kì hài lòng,Sản phẩm tốt
,Cực kì hài lòng,"Kiểu dáng đẹp, đi em chân. Hôm mua giá hơi cao."
,Cực kì hài lòng,"Đẹp, đã xịn, đúng như quảng cáo."
,Cực kì hài lòng,"Giày đẹp, chất lượng hoàn thiện tốt. Hàng giao nhanh, đúng mẫu mã. 5 sao"
,Cực kì hài lòng,"Chuẩn không cần chỉnh, hộp sang trảnh"
,Cực kì hài lòng,"Giày đẹp, giống như miêu tả, thích quá đi! Cám ơn Shop và Tiki nhé! Mình tiếp tục mua hàng ở Shop!"
,Cực kì hài lòng,"Giày đẹp, đúng như miêu tả, ưng cái bụng quá đi! Thank Shop và Tiki nhé!"
,Cực kì hài lòng,"Mới nhận xong mẫu mã màu sắc đẹp ôk, rất ưng. chưa dùng nên không biết chất lượng có tốt không."
,Cực kì hài lòng,"Giày đẹp, chất lượng hoàn thiện tốt. Hàng giao nhanh, đúng mẫu mã. 5 sao"
,Cực kì hài lòng,"Chuẩn không cần chỉnh, hộp sang trảnh"
,Cực kì hài lòng,"Giày đẹp, giống như miêu tả, thích quá đi! Cám ơn Shop và Tiki nhé! Mình tiếp tục mua hàng ở Shop!"
,Cực kì hài lòng,"Giày đẹp, đúng như miêu tả, ưng cái bụng quá đi! Thank Shop và Tiki nhé!"
,Cực kì hài lòng,"Mới nhận xong mẫu mã màu sắc đẹp ôk, rất ưng. chưa dùng nên không biết chất lượng có tốt không."
